original_ADDRESS,original_STREET NUMBER FROM,original_STREET NUMBER TO,original_DIRECTION,original_STREET NAME,original_STREET TYPE,original_TANK TYPE,original_FACILITY ID,original_OWNER,original_FACILITY NAME,original_Tank ID,original_TANK MATERIAL,original_TANK CONSTRUCTION,original_TANK PRODUCT,original_TANK CAPACITY,original_INSTALLATION DATE,original_REMOVAL DATE,original_LAST USED DATE,original_COMMENT,original_DATA SOURCE,original_LATITUDE,original_LONGITUDE,original_LOCATION,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,county_code,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
210 N HALSTED ST,210,218,N,HALSTED,ST,UNDERGROUND STORAGE TANK,21018NH1979-03-12,,JOHN KENNY-KENNY BROTHERS,,,,,,03/12/1979,,,"WORK BY: ARCHER DEMOLITION; REMV ONLY 1-2KGAL F.O., FINAL 5/7/79",HISTORIC DEPT. OF BUILDINGS,41.88604839633741,-87.64763233827559,POINT (-87.64763233827559 41.88604839633741),13.96905471587322,"212 North Halsted Street, Chicago, IL 60661, United States of America",41.886079,-87.647796,,212,North Halsted Street,60661,Chicago,West Town,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
2026 W HUBBARD ST,2026,2026,W,HUBBARD,ST,UNDERGROUND STORAGE TANK,2026HUB1946-12-19,,NATIONAL CONTAINER CORPORATION,,,,,,12/19/1946,,,WORK BY: WATER TUBE BOILER & TANK; INSTALL 1-1500 GAL FUEL OIL TANK        FINAL  1/17/47,HISTORIC DEPT. OF BUILDINGS,41.88981644749507,-87.67798536327918,POINT (-87.67798536327918 41.88981644749507),0,"2026 West Hubbard Street, Chicago, IL 60612, United States of America",41.8899241,-87.67806066960489,,2026,West Hubbard Street,60612,,West Town,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1355 W DIVERSEY PKWY,1355,1355,W,DIVERSEY,PKWY,UNDERGROUND STORAGE TANK,2023066,See Environmental Permit Dataset,BP AMOCO GAS STATION,0001,COMPOSITE,,GASOLINE,6000,,,,"REMOVED 06/09/94,  Historic data from former Dept. of Environment [ Tank Leak Protection: Automatic Tank Gauging; Tank Spill Prevention: Spill Containment Manhole; Tank Corrosion Protection: Sacraficial Anode(s); Tank Overfill Protection: Drop Tube Valve; Piping Type: Pressurized Piping; Piping Corrosion Protection: FRP; Piping Wall: Double; Pipe Material: FRP; ]",DEPT. OF PUBLIC HEALTH,41.93237449607443,-87.66333561104616,POINT (-87.66333561104616 41.93237449607443),7.776598431070048,"BP, 1359 West Diversey Parkway, Chicago, IL 60614, United States of America",41.9322392,-87.6633827014847,BP,1359,West Diversey Parkway,60614,Chicago,Lake View Township,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11 W ELM ST,11,11,W,ELM,ST,UNDERGROUND STORAGE TANK,11WELMS1962-12-06,,AMOCO OIL,,,,,,12/06/1962,,,"WORK BY: LEO LAUERMAN; REMOVE 1-3K GAS TABK,  FINAL 5/31/62",HISTORIC DEPT. OF BUILDINGS,41.90305963801411,-87.629090832783,POINT (-87.629090832783 41.90305963801411),22.195106530915847,"10 West Elm Street, Chicago, IL 60610, United States of America",41.903395,-87.62892210805713,10 West Elm,10,West Elm Street,60610,Gold Coast,Near North Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1824 W 103RD ST,1824,1824,W,103RD,ST,UNDERGROUND STORAGE TANK,2043351,See Environmental Permit Dataset,CONSTRUCTION SITE,0002,,,H.O ADDITO,1000,,,," ",DEPT. OF PUBLIC HEALTH,41.70671061793792,-87.66813521428779,POINT (-87.66813521428779 41.70671061793792),0,"1818 West 103rd Street, Chicago, IL 60643, United States of America",41.70676185000001,-87.66822843553254,,1818,West 103rd Street,60643,,Beverly,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2010 W MARQUETTE RD,2010,2010,W,MARQUETTE,RD,UNDERGROUND STORAGE TANK,2016780,See Environmental Permit Dataset,MARQUETTE MARATHON,0003,,,GASOLINE,6000,,,,"2010 W MARQUETTE ROAD, REMOVED 07/16/97,  Historic data from former Dept. of Environment [ Tank Leak Protection: Automatic Tank Gauging; Tank Spill Prevention: Field Constructed Containment; Tank Corrosion Protection: FRP; Tank Overfill Protection: Drop Tube Valve; Piping Type: Pressurized Piping; Piping Corrosion Protection: FRP; Piping Wall: Double; Pipe Material: FRP; ]",DEPT. OF PUBLIC HEALTH,41.77218094468028,-87.67419783453393,POINT (-87.67419783453393 41.77218094468028),4.984634426235009,"Marathon, 2010 West Marquette Road, Chicago, IL 60636, United States of America",41.7722395,-87.67406632417322,Marathon,2010,West Marquette Road,60636,South Lynn,West Englewood,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
12215 S ASHLAND AVE,12215,12215,S,ASHLAND,AVE,UNDERGROUND STORAGE TANK,12215AS1962-07-09,,EDMUND RYBINSKI,,,,,,07/09/1962,,,WORK BY: OWNER; INSTALL 2-10K FUEL OIL FINAL 10/9/62,HISTORIC DEPT. OF BUILDINGS,41.671776583369635,-87.66105253011793,POINT (-87.66105253011793 41.671776583369635),1.6132475886066926,"1555 West 122nd Street, Chicago, IL 60643, United States of America",41.671861,-87.66098729880663,,1555,West 122nd Street,60643,Chicago,West Pullman,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11861 S COTTAGE GROVE AVE,11861,11861,S,COTTAGE GROVE,AVE,UNDERGROUND STORAGE TANK,2023462,See Environmental Permit Dataset,BULKOA INC,0006,,,USED OIL,1000,,,,"REMOVED 12/09/97,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 103498; ]",DEPT. OF PUBLIC HEALTH,41.678801702709016,-87.60978452271443,POINT (-87.60978452271443 41.678801702709016),55.48657443869901,"11861 South Cottage Grove Avenue, Chicago, IL 60628, United States of America",41.67873285,-87.6083856262603,,11861,South Cottage Grove Avenue,60628,Kensington,Riverdale,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1433 N CLAREMONT AVE,1433,1433,N,CLAREMONT,AVE,UNDERGROUND STORAGE TANK,1433CLA1954-04-20,,SAINT ELIZABETHS HOSPITAL,,,,,,04/20/1954,,,WORK BY: MOSBECK OIL EQUIPMENT; INSTALL 2-9K FUEL OIL FINAL 9/29/54,HISTORIC DEPT. OF BUILDINGS,41.90768374259777,-87.68578739152865,POINT (-87.68578739152865 41.90768374259777),0,"Ascension Saint Elizabeth Hospital, 1431 North Claremont Avenue, Chicago, IL 60622, United States of America",41.907456350000004,-87.68532399742963,Ascension Saint Elizabeth Hospital,1431,North Claremont Avenue,60622,East Humboldt Park,West Town,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1314 W 15TH ST,1314,1314,W,15TH,ST,UNDERGROUND STORAGE TANK,2030583,See Environmental Permit Dataset,CHICAGO HOUSING/ LOOMIS COURTS,0001,,,HEATING OI,7500,,,04/30/1978,"1314 W 15TH ST, REMOVED 11/22/2005,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 108627     108627; ]",DEPT. OF PUBLIC HEALTH,41.861669867262975,-87.6596310829808,POINT (-87.6596310829808 41.861669867262975),16.266799661957947,"Loomis Courts, 1314 West 15th Street, Chicago, IL 60608, United States of America",41.8619554,-87.65975212749987,Loomis Courts,1314,West 15th Street,60608,University Village,Near West Side,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1628 E 87TH ST,1628,1628,E,87TH,ST,UNDERGROUND STORAGE TANK,2043180,See Environmental Permit Dataset,FORMER WALGREENS' STORE,0001,,,HEATING OI,1000,,,12/31/1973,"1628 E 87TH ST, REMOVED 3/16/2006,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 108777     108777; ]",DEPT. OF PUBLIC HEALTH,41.737046867549026,-87.58401961600079,POINT (-87.58401961600079 41.737046867549026),0,"Walgreens, 1616 East 87th Street, Chicago, IL 60617, United States of America",41.73716375,-87.58415347776199,Walgreens,1616,East 87th Street,60617,,Avalon Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1834 N DAMEN AVE,1834,1834,N,DAMEN,AVE,UNDERGROUND STORAGE TANK,1834DAM1949-03-09,,LARRY'S SERVICE STATION,,,,,,03/09/1949,,,WORK BY: STANDARD OIL; REPLACE 1-500 W/1-2K GAL GASLN         FINAL 3/22/49,HISTORIC DEPT. OF BUILDINGS,41.91481458239673,-87.67770335860565,POINT (-87.67770335860565 41.91481458239673),5.741212883705657,"Damen & Churchill, Chicago, IL 60647, United States of America",41.914816,-87.677634,Damen & Churchill,,,60647,Chicago,Bucktown,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2244 N ELSTON AVE,2244,2244,N,ELSTON,AVE,UNDERGROUND STORAGE TANK,2244ELS,See Environmental Permit Dataset,J. F. WASHBURN & COMPANY,0003,,,NAPATHA,10000,,,," ",DEPT. OF PUBLIC HEALTH,41.922267924329354,-87.67366237764857,POINT (-87.67366237764857 41.922267924329354),15.357135121905731,"2230-2234 North Elston Avenue, Chicago, IL 60622, United States of America",41.92203055,-87.67376762830003,,2230-2234,North Elston Avenue,60622,Bucktown,Logan Square,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2000 N PARKSIDE AVE,2000,2000,N,PARKSIDE,AVE,UNDERGROUND STORAGE TANK,2000PAR1990-01-12,,EVERODE TOOL COMPANY,,,,,,01/12/1990,,,WORK BY: TEAM COMPANY; REMOVE 1-6K F.O. TANK,HISTORIC DEPT. OF BUILDINGS,41.916929888574934,-87.76708962485641,POINT (-87.76708962485641 41.916929888574934),2.025439156152298,"2000-2010 North Parkside Avenue, Chicago, IL 60634, United States of America",41.91710115,-87.76714540766596,,2000-2010,North Parkside Avenue,60634,,Belmont Cragin,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1355 W DIVERSEY AVE,1355,1365,W,DIVERSEY,AVE,UNDERGROUND STORAGE TANK,1355DIV1954-10-25,,AMOCO OIL,,,,,,10/25/1954,,,WORK BY: STAANDARD OIL COMPANY; REMOVE 4-1K REPLACE W/2-3K GAL GASLN   FINAL  3/9/55,HISTORIC DEPT. OF BUILDINGS,41.93237449607443,-87.66333561104616,POINT (-87.66333561104616 41.93237449607443),7.776598431070048,"BP, 1359 West Diversey Parkway, Chicago, IL 60614, United States of America",41.9322392,-87.6633827014847,BP,1359,West Diversey Parkway,60614,Chicago,Lake View Township,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1420 W 63RD ST,1420,1420,W,63RD,ST,UNDERGROUND STORAGE TANK,1420W631976-10-21,,CITY OF CHICAGO,,,,,,10/21/1976,,,"WORK BY: G & G WRECKING; REMOVE 1-2K, 1-3K & 2-550                FINAL  4/12/77",HISTORIC DEPT. OF BUILDINGS,41.77964063082294,-87.66033226783424,POINT (-87.66033226783424 41.77964063082294),0,"Chicago Police Department 7th District, 1428 West 63rd Street, Chicago, IL 60636, United States of America",41.77975295,-87.6600490145868,Chicago Police Department 7th District,1428,West 63rd Street,60636,,West Englewood,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 W MONROE ST,1055,1055,W,MONROE,ST,UNDERGROUND STORAGE TANK,2040360,See Environmental Permit Dataset,FORMER CHICAGO STAR AUTO,0001,,,GASOLINE,6000,,,12/31/1973,"1055-65 W MONROE, REMOVED 02/20/01,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 105942     105942; ]",DEPT. OF PUBLIC HEALTH,41.88026656256927,-87.654085746567,POINT (-87.654085746567 41.88026656256927),4.290490905473838,"1051 West Monroe Street, Chicago, IL 60607, United States of America",41.88013955,-87.65399965,,1051,West Monroe Street,60607,,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1151 W LELAND AVE,1151,1151,W,LELAND,AVE,UNDERGROUND STORAGE TANK,2040043,See Environmental Permit Dataset,BUDDHIST TEMPLE OF CHICAGO,0001,,,GASOLINE,1150,,,," ",DEPT. OF PUBLIC HEALTH,41.96708969125645,-87.65959556366798,POINT (-87.65959556366798 41.96708969125645),15.030865869640422,"4650-4654 North Racine Avenue, Chicago, IL 60640, United States of America",41.96703585,-87.66004705522859,,4650-4654,North Racine Avenue,60640,Ravenswood,Lake View Township,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2100 W KINZIE ST,2100,2100,W,KINZIE,ST,UNDERGROUND STORAGE TANK,2100KIN1964-03-10,,SCHREIFFERS MOTOR SERVICE,,,,,,03/10/1964,,,WORK BY: KEZ CONSTRUCTION; INSTALL 2-2K GAL GSLN TKS                  FINAL  7/29/64,HISTORIC DEPT. OF BUILDINGS,41.88879519574337,-87.67941609384371,POINT (-87.67941609384371 41.88879519574337),35.009170059588826,"2048 North Hoyne Avenue, Chicago, IL 60612, United States of America",41.888866,-87.679004,,2048,North Hoyne Avenue,60612,Chicago,West Town,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
215 W 31ST ST,215,215,W,31ST,ST,UNDERGROUND STORAGE TANK,2007021,See Environmental Permit Dataset,SHELL SERVICE STATION # 1971,0001,FRP,SINGLE,GASOLINE,10000,,,,"215-25 W 31ST ST, REMOVED 3/21/2006,  Historic data from former Dept. of Environment [ Tank Leak Protection: Automatic Tank Gauging; Tank Spill Prevention: Spill Containment Manhole; Tank Corrosion Protection: FRP; Tank Overfill Protection: Drop Tube Valve; Piping Type: Pressurized Piping; Piping Leak Protection: Interstitial monitoring; Piping Corrosion Protection: FRP; Piping Wall: Single; Pipe Material: FRP; Stage 2: Y               106712; Red Tag: N; Associated Permit Numbers: 106711    106711 108772; ]",DEPT. OF PUBLIC HEALTH,41.838116679650575,-87.63232010921995,POINT (-87.63232010921995 41.838116679650575),19.30504869100409,"Shell, 3101 South Wells Street, Chicago, IL 60616, United States of America",41.838053099999996,-87.63253695,Shell,3101,South Wells Street,60616,Chicago,Armour Square,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1800 N CLYBOURN AVE,1800,1800,N,CLYBOURN,AVE,UNDERGROUND STORAGE TANK,1800CLY1988-04-15,,HORWITZ/MATTHEW INC,,,,,,04/15/1988,,,WORK BY: HORWITZ/MATTHEW; INSTALL 1-500 F.O. STORAGE TANK EMERGENCY GEN  FINAL 4/15/88,HISTORIC DEPT. OF BUILDINGS,41.91368380435663,-87.65359204234194,POINT (-87.65359204234194 41.91368380435663),1.7450306708684322,"Patagonia, 1800 North Clybourn Avenue, Chicago, IL 60614, United States of America",41.91373155,-87.65373160228572,Patagonia,1800,North Clybourn Avenue,60614,Ranch Triangle,Lincoln Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10000 W OHARE ST,10000,10000,W,OHARE,ST,UNDERGROUND STORAGE TANK,2018842,See Environmental Permit Dataset,AMC COMPLEX-DEPT OF FLEETS/E BLD507,0002,,,DIESEL,20000,,,,"AMC FLEE#7 W O'HARE STREET, REMOVED 08/15/94,  Historic data from former Dept. of Environment [ Tank Spill Prevention: Spill Containment Manhole; Piping Type: Pressurized Piping; Piping Wall: Double; ]",DEPT. OF PUBLIC HEALTH,41.97620113902387,-87.90530912510346,POINT (-87.90530912510346 41.97620113902387),0,"O'Hare International Airport, 10000 Baggage Road, Chicago, IL 60666, United States of America",41.9782523,-87.90923552598412,O'Hare International Airport,10000,Baggage Road,60666,,O'Hare,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10124 S INDIANAPOLIS AVE,10124,10124,S,INDIANAPOLIS,AVE,UNDERGROUND STORAGE TANK,10124IN1950-12-18,,SHELL OIL,,,,,,12/18/1950,,,WORK BY: STANDARD OIL; REPLACE 2-500 W/1-1K GAL GSLN TK             FINAL  7/27/51,HISTORIC DEPT. OF BUILDINGS,41.7115451208566,-87.53409750656832,POINT (-87.53409750656832 41.7115451208566),14.252106064499841,"10112 South Indianapolis Avenue, Chicago, IL 60617, United States of America",41.71157705,-87.53436271600685,,10112,South Indianapolis Avenue,60617,Chicago,East Side,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1700 S CLARK ST,1700,1700,S,CLARK,ST,UNDERGROUND STORAGE TANK,2013558,See Environmental Permit Dataset,CITY OF CHICAG/STREETS & SAN,0004,,,WASTE OIL,550,,,," ",DEPT. OF PUBLIC HEALTH,41.858894801343574,-87.63040049958711,POINT (-87.63040049958711 41.858894801343574),7.615848030500762,"1700 South Clark Street, Chicago, IL 60605, United States of America",41.85834595,-87.63054129038076,,1700,South Clark Street,60605,South Loop,Near South Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
100 W 47TH ST,100,100,W,47TH,ST,UNDERGROUND STORAGE TANK,100W47T1960-12-13,,CHICAGO HOUSING AUTHORITY,,,,,,12/13/1960,,,"WORK BY: G. NEWBERG; INSTALL 12-30K FUEL OIL, FINAL 7/19/63",HISTORIC DEPT. OF BUILDINGS,41.809306778161755,-87.62820949345128,POINT (-87.62820949345128 41.809306778161755),10.86522096778614,"4699 South Federal Street, Chicago, IL 60609, United States of America",41.809322,-87.62808,,4699,South Federal Street,60609,,Grand Boulevard,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1401 W HOWARD ST,1401,1417,W,HOWARD,ST,UNDERGROUND STORAGE TANK,140117H1994-04-15,,SEE 7516-34 NORTH SHERIDAN,,,,,,04/15/1994,,,WORK BY: N/G; SEE 7516 NORTH SHERIDAN,HISTORIC DEPT. OF BUILDINGS,42.01913822689297,-87.66614634423439,POINT (-87.66614634423439 42.01913822689297),31.75295278376107,"1401 West Howard Street, Chicago, IL 60626, United States of America",42.018934,-87.666415,,1401,West Howard Street,60626,Chicago,Rogers Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1416 W MORSE AVE,1416,1416,W,MORSE,AVE,UNDERGROUND STORAGE TANK,1416MOR1958-06-04,,NATHAN SIDEMAN,,,,,,06/04/1958,,,WORK BY: MOSBECK OIL EQUIPMENT; REPLACE 1-1.5K F.O.,HISTORIC DEPT. OF BUILDINGS,42.0080040523078,-87.66664332302713,POINT (-87.66664332302713 42.0080040523078),0,"1412 West Morse Avenue, Chicago, IL 60626, United States of America",42.008234,-87.66677209356678,,1412,West Morse Avenue,60626,Glenwood Arts District,Rogers Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1200 W 79TH ST,1200,1200,W,79TH,ST,UNDERGROUND STORAGE TANK,2038755,See Environmental Permit Dataset,COMMUNITY OF SAINT SABINA,0002,,,HEATING OI,500,,,," ",DEPT. OF PUBLIC HEALTH,41.750606519706494,-87.65379975030832,POINT (-87.65379975030832 41.750606519706494),4.572488908422564,"Racine & 79th Street, Chicago, IL 60620, United States of America",41.75063,-87.653845,Racine & 79th Street,,,60620,Chicago,Auburn Gresham,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1501 W NORTH AVE,1501,1501,W,NORTH,AVE,UNDERGROUND STORAGE TANK,2035077,See Environmental Permit Dataset,SHELL GAS STATION,0003,,,GASOLINE,5000,,,," ",DEPT. OF PUBLIC HEALTH,41.91055464560266,-87.66521231688787,POINT (-87.66521231688787 41.91055464560266),5.792588732464684,"Kennedy Expressway, Chicago, IL 60642, United States of America",41.9104233,-87.6650516,Kennedy Expressway,,Kennedy Expressway,60642,Pulaski Park,West Town,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
